Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source,Form4Surface,Form4Split,Form4Source,
VAI,Ind,VAI_V,aazhoogaadebi,aazhoogaadebi,NONE,1SgSubj,NONE,Neu,Pos,indaazhoogaadeb,,,nindaazhoogaadeb,,,nidaazhoogaadeb,,,
VAIO,Ind,VAIO,waaswaagen,waaswaage,NONE,3SgProxSubj,0SgObj,Neu,Pos,owaaswaagen,,,
VAIO,Cnj,VAIO,waaswaagen,waaswaage,NONE,3SgProxSubj,0PlObj,Neu,Pos,waaswaaged,,,
VAIO,Cnj,VAIO,waaswaagen,waaswaage,NONE,3SgProxSubj,0SgObj,Neu,Pos,waaswaaged,,,
VAIO,Imp,VAIO,waaswaagen,waaswaage,NONE,2SgSubj,0PlObj,Sim,,waaswaagen,,,
VAIO,Imp,VAIO,waaswaagen,waaswaage,NONE,2SgSubj,0SgObj,Sim,,waaswaagen,,,
VAI,Ind,VAI_VV,waasikwa'ige,waasikwa'ige,NONE,1SgSubj,NONE,Neu,Pos,niwaasikwa'ige,,,
VAI,Ind,VAI_VV,waasikwa'ige,waasikwa'ige,NONE,3SgProxSubj,NONE,Neu,Pos,waasikwa'ige,,,
VAI,Cnj,VAI_VV,waasikwa'ige,waasikwa'ige,NONE,3SgProxSubj,NONE,Neu,Pos,waasikwa'iged,,,
VAI,Cnj,VAI_VV,ChCnj+waasikwa'ige,waasikwa'ige,NONE,3SgProxSubj,NONE,Neu,Pos,wayaasikwa'iged,,,
VAI,Ind,VAI_VV,babaamaakwii,babaamaakwii,NONE,3SgProxSubj,NONE,Neu,Pos,gii-pabaamaakwii,,,
VAI,Ind,VAI_VV,babaamaakwii,babaamaakwii,NONE,1SgSubj,NONE,Neu,Pos,nimbabaamaakwii,,,
VAI,Ind,VAI_VV,babaamaakwii,babaamaakwii,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaakwii,,,
VAI,Cnj,VAI_VV,babaamaakwii,babaamaakwii,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaakwiid,,,
VAI,Cnj,VAI_VV,ChCnj+babaamaakwii,babaamaakwii,NONE,3SgProxSubj,NONE,Neu,Pos,bebaamaakwiid,,,
VAI,Ind,VAI_VV,babaagigaade,babaagigaade,NONE,1SgSubj,NONE,Neu,Pos,nibabaagigaade,,,
VAI,Ind,VAI_VV,babaagigaade,babaagigaade,NONE,3SgProxSubj,NONE,Neu,Pos,babaagigaade,,,
VAI,Cnj,VAI_VV,babaagigaade,babaagigaade,NONE,3SgProxSubj,NONE,Neu,Pos,babaagigaaded,,,
VAI,Cnj,VAI_VV,ChCnj+babaagigaade,babaagigaade,NONE,3SgProxSubj,NONE,Neu,Pos,bebaagigaaded,,,
VII,Ind,VII_VV,aazhawise,aazhawise,NONE,0SgSubj,NONE,Neu,Pos,aazhawise,,,
VII,Cnj,VII_VV,aazhawise,aazhawise,NONE,0SgSubj,NONE,Neu,Pos,aazhawiseg,,,
VII,Cnj,VII_VV,ChCnj+aazhawise,aazhawise,NONE,0SgSubj,NONE,Neu,Pos,ayaazhawiseg,,,
VII+Aug/magad+VII,Ind,VII_VV,aazhawise,aazhawise,NONE,0SgSubj,NONE,Neu,Pos,aazhawisemagad,,,
VII,Ind,VII_n,bimaakosin,bimaakosin,NONE,0SgSubj,NONE,Neu,Pos,bimaakosin,,,
VII,Cnj,VII_n,bimaakosin,bimaakosin,NONE,0SgSubj,NONE,Neu,Pos,bimaakosing,,,
VII,Cnj,VII_n,ChCnj+bimaakosin,bimaakosin,NONE,0SgSubj,NONE,Neu,Pos,bemaakosing,,,
VAI,Ind,VAI_VV,bimaawazhiwe,bimaawazhiwe,NONE,1SgSubj,NONE,Neu,Pos,nibimaawazhiwe,,,
VAI,Ind,VAI_VV,bimaawazhiwe,bimaawazhiwe,NONE,3SgProxSubj,NONE,Neu,Pos,bimaawazhiwe,,,
VAI,Cnj,VAI_VV,bimaawazhiwe,bimaawazhiwe,NONE,3SgProxSubj,NONE,Neu,Pos,bimaawazhiwed,,,
VAI,Cnj,VAI_VV,ChCnj+bimaawazhiwe,bimaawazhiwe,NONE,3SgProxSubj,NONE,Neu,Pos,bemaawazhiwed,,,
VII,Ind,VII_VV,aazhogebide,aazhogebide,NONE,0SgSubj,NONE,Neu,Pos,aazhogebide,,,
VII,Cnj,VII_VV,aazhogebide,aazhogebide,NONE,0SgSubj,NONE,Neu,Pos,aazhogebideg,,,
VII,Cnj,VII_VV,ChCnj+aazhogebide,aazhogebide,NONE,0SgSubj,NONE,Neu,Pos,ayaazhodebide,,,
VII,Ind,VII_VV,waasikwa'igaade,waasikwa'igaade,NONE,0SgSubj,NONE,Neu,Pos,waasikwa'igaade,,,
VII,Cnj,VII_VV,waasikwa'igaade,waasikwa'igaade,NONE,0SgSubj,NONE,Neu,Pos,waasikwa'igaadeg,,,
VAI,Ind,VAI_VV,bimiba'iwe,bimiba'iwe,NONE,3SgProxSubj,NONE,Neu,Pos,gii-pimiba'iwe,,,
VAI,Ind,VAI_VV,bimiba'iwe,bimiba'iwe,NONE,1SgSubj,NONE,Neu,Pos,imbimiba'iwe,,,nimbimiba'iwe,,,nibimiba'iwe,,,
VAI,Ind,VAI_VV,bimiba'iwe,bimiba'iwe,NONE,3SgProxSubj,NONE,Neu,Pos,bimiba'iwe,,,
VAI,Cnj,VAI_VV,bimiba'iwe,bimiba'iwe,NONE,3SgProxSubj,NONE,Neu,Pos,bimiba'iwed,,,
VAI,Cnj,VAI_VV,ChCnj+bimiba'iwe,bimiba'iwe,NONE,3SgProxSubj,NONE,Neu,Pos,bemiba'iwed,,,
VAI,Ind,VAI_V,waasikwa'igaazo,waasikwa'igaazo,NONE,3SgProxSubj,NONE,Neu,Pos,waasikwa'igaazo,,,
VAI,Cnj,VAI_V,waasikwa'igaazo,waasikwa'igaazo,NONE,3SgProxSubj,NONE,Neu,Pos,waasikwa'igaazod,,,
VII,Ind,VII_VV,aazhigijise,aazhigijise,NONE,0SgSubj,NONE,Neu,Pos,aazhigijise,,,
VII,Cnj,VII_VV,aazhigijise,aazhigijise,NONE,0SgSubj,NONE,Neu,Pos,aazhigijiseg,,,
VII,Cnj,VII_VV,ChCnj+aazhigijise,aazhigijise,NONE,0SgSubj,NONE,Neu,Pos,ayaazhigijiseg,,,
VII+Aug/magad+VII,Ind,VII_VV,aazhigijise,aazhigijise,NONE,0SgSubj,NONE,Neu,Pos,aazhigijisemagad,,,
VAI,Ind,VAI_V,bimaanimizi,bimaanimizi,NONE,1SgSubj,NONE,Neu,Pos,nibimaanimiz,,,
VAI,Ind,VAI_V,bimaanimizi,bimaanimizi,NONE,3SgProxSubj,NONE,Neu,Pos,bimaanimizi,,,
VAI,Cnj,VAI_V,bimaanimizi,bimaanimizi,NONE,3SgProxSubj,NONE,Neu,Pos,bimaanimizid,,,
VAI,Cnj,VAI_V,ChCnj+bimaanimizi,bimaanimizi,NONE,3SgProxSubj,NONE,Neu,Pos,bemaanimizid,,,
VAI,Ind,VAI_V,waasikozi,waasikozi,NONE,3SgProxSubj,NONE,Neu,Pos,waasikozi,,,
VAI,Cnj,VAI_V,waasikozi,waasikozi,NONE,3SgProxSubj,NONE,Neu,Pos,waasikozid,,,
VTA,Ind,VTA_n,babaama'azh,babaama'an1,NONE,1SgSubj,3SgProxObj,Neu,Pos,nibabaama'anaa,,,
VTA,Ind,VTA_n,babaama'azh,babaama'an1,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,obabaama'anaan,,,
VTA,Ind,VTA_n,babaama'azh,babaama'an1,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,obabaama'anaan,,,
VTA,Cnj,VTA_n,babaama'azh,babaama'an1,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,babaama'anaad,,,
VTA,Cnj,VTA_n,babaama'azh,babaama'an1,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,babaama'anaad,,,
VTA,Cnj,VTA_n,ChCnj+babaama'azh,babaama'an1,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,bebaama'anaad,,,
VTA,Cnj,VTA_n,ChCnj+babaama'azh,babaama'an1,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,bebaama'anaad,,,
VTA,Imp,VTA_n,babaama'azh,babaama'an1,NONE,2SgSubj,3PlProxObj,Sim,,babaama'azh,,,
VTA,Imp,VTA_n,babaama'azh,babaama'an1,NONE,2SgSubj,3SgProxObj,Sim,,babaama'azh,,,
VTI,Ind,VTI_am,aazhawiwebinan,aazhawiwebin,NONE,1SgSubj,0SgObj,Neu,Pos,indaazhawiwebinaan,,,
VTI,Cnj,VTI_am,aazhawiwebinan,aazhawiwebin,NONE,3SgProxSubj,0PlObj,Neu,Pos,aazhawiwebinang,,,
VTI,Cnj,VTI_am,aazhawiwebinan,aazhawiwebin,NONE,3SgProxSubj,0SgObj,Neu,Pos,aazhawiwebinang,,,
VTA,Ind,VTA_aw,aazikaw,aazikaw,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,ogii-aazikawaan,,,
VTA,Ind,VTA_aw,aazikaw,aazikaw,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,ogii-aazikawaan,,,
VTA,Ind,VTA_aw,aazikaw,aazikaw,NONE,1SgSubj,3SgProxObj,Neu,Pos,nindaazikawaa,,,niyaazikawaa,,,
VTA,Ind,VTA_aw,aazikaw,aazikaw,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,odaazikawaan,,,
VTA,Ind,VTA_aw,aazikaw,aazikaw,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,odaazikawaan,,,
VTA,Cnj,VTA_aw,aazikaw,aazikaw,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,aazikawaad,,,
VTA,Cnj,VTA_aw,aazikaw,aazikaw,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,aazikawaad,,,
VTA,Imp,VTA_aw,aazikaw,aazikaw,NONE,2SgSubj,3PlProxObj,Sim,,aazikaw,,,
VTA,Imp,VTA_aw,aazikaw,aazikaw,NONE,2SgSubj,3SgProxObj,Sim,,aazikaw,,,
VAIPL,Ind,VAIPL_am,waasamoog,waas,NONE,3PlProxSubj,NONE,Neu,Pos,waasamoog,,,
VAIPL,Cnj,VAIPL_am,waasamoog,waas,NONE,3PlProxSubj,NONE,Neu,Pos,waasamowaad,,,
VAI,Ind,VAI_V,babaama'amaazo,babaama'amaazo,NONE,3SgProxSubj,NONE,Neu,Pos,gii-pabaama'amaazo,,,
VAI,Ind,VAI_V,babaama'amaazo,babaama'amaazo,NONE,1SgSubj,NONE,Neu,Pos,nimbabaama'amaaz,,,
VAI,Ind,VAI_V,babaama'amaazo,babaama'amaazo,NONE,3SgProxSubj,NONE,Neu,Pos,babaama'amaazo,,,
VAI,Cnj,VAI_V,babaama'amaazo,babaama'amaazo,NONE,3SgProxSubj,NONE,Neu,Pos,babaama'amaazod,,,
VAI,Cnj,VAI_V,ChCnj+babaama'amaazo,babaama'amaazo,NONE,3SgProxSubj,NONE,Neu,Pos,bebaama'amaazod,,,
VAI,Imp,VAI_V,babaama'amaazo,babaama'amaazo,NONE,2SgSubj,NONE,Sim,,babaama'amaazon,,,
VII,Ind,VII_d,babaamaanakwad,babaamaanakwad,NONE,0SgSubj,NONE,Neu,Pos,babaamaanakwad,,,
VII,Cnj,VII_d,babaamaanakwad,babaamaanakwad,NONE,0SgSubj,NONE,Neu,Pos,babaamaanakwak,,,
VII,Cnj,VII_d,ChCnj+babaamaanakwad,babaamaanakwad,NONE,0SgSubj,NONE,Neu,Pos,bebaamaanakwak,,,
VAI,Ind,VAI_V,waasezi,waasezi,NONE,3SgProxSubj,NONE,Neu,Pos,waasezi,,,
VAI,Cnj,VAI_V,waasezi,waasezi,NONE,3SgProxSubj,NONE,Neu,Pos,waasezid,,,
VII,Ind,VII_d,waasenaagwad,waasenaagwad,NONE,0SgSubj,NONE,Neu,Pos,waasenaagwad,,,
VII,Cnj,VII_d,waasenaagwad,waasenaagwad,NONE,0SgSubj,NONE,Neu,Pos,waasenaagwak,,,
VTI,Ind,VTI_am,bimidaakonan,bimidaakon,NONE,1SgSubj,0SgObj,Neu,Pos,nibimidaakonaan,,,
VTI,Ind,VTI_am,bimidaakonan,bimidaakon,NONE,3SgProxSubj,0SgObj,Neu,Pos,obimidaakonaan,,,
VTI,Cnj,VTI_am,bimidaakonan,bimidaakon,NONE,3SgProxSubj,0PlObj,Neu,Pos,bimidaakonang,,,
VTI,Cnj,VTI_am,bimidaakonan,bimidaakon,NONE,3SgProxSubj,0SgObj,Neu,Pos,bimidaakonang,,,
VTI,Cnj,VTI_am,ChCnj+bimidaakonan,bimidaakon,NONE,3SgProxSubj,0PlObj,Neu,Pos,bemidaakonang,,,
VTI,Cnj,VTI_am,ChCnj+bimidaakonan,bimidaakon,NONE,3SgProxSubj,0SgObj,Neu,Pos,bemidaakonang,,,
VTI,Imp,VTI_am,bimidaakonan,bimidaakon,NONE,2SgSubj,0PlObj,Sim,,bimidaakonan,,,
VTI,Imp,VTI_am,bimidaakonan,bimidaakon,NONE,2SgSubj,0SgObj,Sim,,bimidaakonan,,,
VTI,Ind,VTI_oo,bimibizotoon,bimibizot,NONE,1SgSubj,0SgObj,Neu,Pos,nimbimibizotoon,,,
VTI,Ind,VTI_oo,bimibizotoon,bimibizot,NONE,3SgProxSubj,0SgObj,Neu,Pos,obimibizotoon,,,
VTI,Cnj,VTI_oo,bimibizotoon,bimibizot,NONE,3SgProxSubj,0PlObj,Neu,Pos,bimibizotood,,,
VTI,Cnj,VTI_oo,bimibizotoon,bimibizot,NONE,3SgProxSubj,0SgObj,Neu,Pos,bimibizotood,,,
VTI,Cnj,VTI_oo,ChCnj+bimibizotoon,bimibizot,NONE,3SgProxSubj,0PlObj,Neu,Pos,bemibizotood,,,
VTI,Cnj,VTI_oo,ChCnj+bimibizotoon,bimibizot,NONE,3SgProxSubj,0SgObj,Neu,Pos,bemibizotood,,,
VTI,Imp,VTI_oo,bimibizotoon,bimibizot,NONE,2SgSubj,0PlObj,Sim,,bimibizotoon,,,
VTI,Imp,VTI_oo,bimibizotoon,bimibizot,NONE,2SgSubj,0SgObj,Sim,,bimibizotoon,,,
VAI,Ind,VAI_VV,aazhigijiiginige,aazhigijiiginige,NONE,1SgSubj,NONE,Neu,Pos,indaazhigijiiginige,,,nindaazhigijiiginige,,,nidaazhigijiiginige,,,
VAI,Ind,VAI_VV,aazhigijiiginige,aazhigijiiginige,NONE,3SgProxSubj,NONE,Neu,Pos,aazhigijiiginige,,,
VAI,Cnj,VAI_VV,aazhigijiiginige,aazhigijiiginige,NONE,3SgProxSubj,NONE,Neu,Pos,aazhigijiiginiged,,,
VAI,Ind,VAI_n,aazhawishin,aazhawishin,NONE,1SgSubj,NONE,Neu,Pos,niyaazhawishin,,,
VAI,Ind,VAI_n,aazhawishin,aazhawishin,NONE,3SgProxSubj,NONE,Neu,Pos,aazhawishin,,,
VAI,Cnj,VAI_n,aazhawishin,aazhawishin,NONE,3SgProxSubj,NONE,Neu,Pos,aazhawishing,,,
VAI,Cnj,VAI_n,ChCnj+aazhawishin,aazhawishin,NONE,3SgProxSubj,NONE,Neu,Pos,ayaazhawishing,,,
VAI,Ind,VAI_VV,babaamanokii,babaamanokii,NONE,1SgSubj,NONE,Neu,Pos,nibabaamanokii,,,
VAI,Ind,VAI_VV,babaamanokii,babaamanokii,NONE,3SgProxSubj,NONE,Neu,Pos,babaamanokii,,,
VAI,Cnj,VAI_VV,babaamanokii,babaamanokii,NONE,3SgProxSubj,NONE,Neu,Pos,babaamanokiid,,,
VAI,Cnj,VAI_VV,ChCnj+babaamanokii,babaamanokii,NONE,3SgProxSubj,NONE,Neu,Pos,bebaamanokiid,,,
VAI,Ind,VAI_n,bimidaakoshin,bimidaakoshin,NONE,3SgProxSubj,NONE,Neu,Pos,bimidaakoshin,,,
VAI,Cnj,VAI_n,bimidaakoshin,bimidaakoshin,NONE,3SgProxSubj,NONE,Neu,Pos,bimidaakoshing,,,
VAI,Cnj,VAI_n,ChCnj+bimidaakoshin,bimidaakoshin,NONE,3SgProxSubj,NONE,Neu,Pos,bemidaakoshing,,,
VAI,Ind,VAI_VV,babaamaagimebatoo,babaamaagimebatoo,NONE,1SgSubj,NONE,Neu,Pos,nimbabaamaagimebatoo,,,
VAI,Ind,VAI_VV,babaamaagimebatoo,babaamaagimebatoo,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaagimebatoo,,,
VAI,Cnj,VAI_VV,babaamaagimebatoo,babaamaagimebatoo,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaagimebatood,,,
VAI,Cnj,VAI_VV,ChCnj+babaamaagimebatoo,babaamaagimebatoo,NONE,3SgProxSubj,NONE,Neu,Pos,bebaamaagimebatood,,,
VTA,Ind,VTA_n,bimidaabaazh,bimidaabaan1,NONE,1SgSubj,3SgProxObj,Neu,Pos,imbimidaabaanaa,,,nimbimidaabaanaa,,,nibimidaabaanaa,,,
VTA,Ind,VTA_n,bimidaabaazh,bimidaabaan1,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,obimidaabaanaan,,,
VTA,Ind,VTA_n,bimidaabaazh,bimidaabaan1,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,obimidaabaanaan,,,
VTA,Cnj,VTA_n,bimidaabaazh,bimidaabaan1,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,bimidaabaanaad,,,
VTA,Cnj,VTA_n,bimidaabaazh,bimidaabaan1,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,bimidaabaanaad,,,
VTA,Cnj,VTA_n,ChCnj+bimidaabaazh,bimidaabaan1,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,bemidaabaanaad,,,
VTA,Cnj,VTA_n,ChCnj+bimidaabaazh,bimidaabaan1,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,bemidaabaanaad,,,
VTA,Imp,VTA_n,bimidaabaazh,bimidaabaan1,NONE,2SgSubj,3PlProxObj,Sim,,bimidaabaazh,,,
VTA,Imp,VTA_n,bimidaabaazh,bimidaabaan1,NONE,2SgSubj,3SgProxObj,Sim,,bimidaabaazh,,,
VAI,Ind,VAI_VV,babaamaadagaakobatoo,babaamaadagaakobatoo,NONE,1SgSubj,NONE,Neu,Pos,nibabaamaadagaakobatoo,,,
VAI,Ind,VAI_VV,babaamaadagaakobatoo,babaamaadagaakobatoo,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaadagaakobatoo,,,
VAI,Cnj,VAI_VV,babaamaadagaakobatoo,babaamaadagaakobatoo,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaadagaakobatood,,,
VAI,Cnj,VAI_VV,ChCnj+babaamaadagaakobatoo,babaamaadagaakobatoo,NONE,3SgProxSubj,NONE,Neu,Pos,bebaamaadagaakobatood,,,
VAI,Ind,VAI_V,babaamaajimo,babaamaajimo,NONE,3SgProxSubj,NONE,Neu,Pos,gii-pabaamaajimo,,,
VAI,Ind,VAI_V,babaamaajimo,babaamaajimo,NONE,1SgSubj,NONE,Neu,Pos,imbabaamaajim,,,nimbabaamaajim,,,nibabaamaajim,,,
VAI,Ind,VAI_V,babaamaajimo,babaamaajimo,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaajimo,,,
VAI,Cnj,VAI_V,babaamaajimo,babaamaajimo,NONE,3SgProxSubj,NONE,Neu,Pos,babaamaajimod,,,
VAI,Cnj,VAI_V,ChCnj+babaamaajimo,babaamaajimo,NONE,3SgProxSubj,NONE,Neu,Pos,bebaamaajimod,,,
VTA,Ind,VTA_Cw,aazhawinizha',aazhawinizha'w,NONE,1SgSubj,3SgProxObj,Neu,Pos,indaazhawinizha'waa,,,niyaazhawinizha'waa,,,
VTA,Ind,VTA_Cw,aazhawinizha',aazhawinizha'w,NONE,3SgProxSubj,3PlObvObj,Neu,Pos,odaazhawinizha'waan,,,
VTA,Ind,VTA_Cw,aazhawinizha',aazhawinizha'w,NONE,3SgProxSubj,3SgObvObj,Neu,Pos,odaazhawinizha'waan,,,
