Lemma,Stem,Paradigm,Class,Translation,Source
indaga,indagaw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/indaga-pc-disc
kaah,kaah,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/kaah-pc-interj
mash mash,mash mash,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/mash-mash-pc-interj
iidog,iidog,PCAsp,PCAsp,NONE,https://ojibwe.lib.umn.edu/main-entry/iidog-pc-asp
booshke giin,booshke giin,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/booshke-giin-pc-disc
sa,saw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/sa-pc-disc
na',na',PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/na-pc-interj
oo yaay,oo yaay,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/oo-yay-pc-disc
detiwe,detiwe,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/detiwe-pc-disc
wiikaage sa,wiikaage saw2,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/wiikaage-sa-pc-interj
inaa,inaa,PCEmph,PCEmph,NONE,https://ojibwe.lib.umn.edu/main-entry/inaa-pc-emph
baapiniziwaagan,baapiniziwaagan,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/baapiniziwaagan-pc-disc
niyaa,niyaa,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/niyaa-pc-disc
da naa,da naa,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/da-naa-pc-disc
go,gow2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/go-pc-disc
boohay,boohay,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/boohay-pc-interj
oowa,oowaw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/oowaa-pc-disc
yoo',yoo',PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/yoo-pc-interj
taayaa,taayaa,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/taayaa-pc-disc
aaniin,aaniin,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/aaniin-pc-interj
wiinBAD,wiinBAD,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/wiin-pc-disc
ko,kow2,PCAsp,PCAsp,NONE,https://ojibwe.lib.umn.edu/main-entry/ko-pc-asp
inge,inge,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/inge-pc-disc
hay',hay',PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/hay-pc-interj
shke,shke,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/shke-pc-disc
aapidekamig,aapidekamig,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/aapidekamig-pc-emph
nyaa,nyaa,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/nyaa-pc-disc
naayanh,naayanh,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/naayanh-pc-disc
miitagiin,miitagiin,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/miitagiin-pc-disc
ako,akow2,PCAsp,PCAsp,NONE,https://ojibwe.lib.umn.edu/main-entry/ako-pc-asp
abaapiniziwaagan,abaapiniziwaagan,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/abaapiniziwaagan-pc-interj
owa,owaw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/owa-pc-disc
iinzan,iinzan,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/iinzan-pc-asp
na,naw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/na-pc-disc
giboj,giboj,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/giboj-pc-disc
enange,enange,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/enange-pc-disc
poohay,poohay,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/poohay-pc-interj
boozhoo,boozhoo,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/boozhoo-pc-interj
nangwana,nangwanaw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/nangwana-pc-disc
ine,ine,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/ine-pc-disc
ondaashaan,ondaashaan,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/ondaashaan-pc-disc
iko,ikow2,PCAsp,PCAsp,NONE,https://ojibwe.lib.umn.edu/main-entry/iko-pc-asp
daga,dagaw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/daga-pc-disc
naa,naa,PCEmph,PCEmph,NONE,https://ojibwe.lib.umn.edu/main-entry/naa-pc-emph
ahaaw,ahaaw,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/ahaaw-pc-interj
inashke,inashke,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/inashke-pc-disc
haaw,haaw,PCInterj,PCInterj,NONE,https://ojibwe.lib.umn.edu/main-entry/haaw-pc-interj
nindaashaan,nindaashaan,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/nindaashaan-pc-disc
ke,ke,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/ke-pc-disc
oonh,oonh,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/oonh-pc-disc
ise,ise,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/ise-pc-disc
ay',ay',PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/ay-pc-disc
ingwana,ingwanaw2,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/ingwana-pc-disc
eya',eya',PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/eya-pc-disc
igo,igow2,PCEmph,PCEmph,NONE,https://ojibwe.lib.umn.edu/main-entry/igo-pc-emph
indaashaan,indaashaan,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/indaashaan-pc-disc
goda,godaw2,PCEmph,PCEmph,NONE,https://ojibwe.lib.umn.edu/main-entry/goda-pc-emph
nashke,nashke,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/nashke-pc-disc
awas,awas,PCDisc,PCDisc,NONE,https://ojibwe.lib.umn.edu/main-entry/awas-pc-disc
