Lemma,Stem,Paradigm,Class,Translation,Source
bimaawadaasoowidaabaan,bimaawadaasoowidaabaan,NA,NA_C,"a truck",https://ojibwe.lib.umn.edu/main-entry/bimaawadaasoowidaabaan-na
aazhibik,aazhibikw2,NI,NI_Cw,"a rock cliff",https://ojibwe.lib.umn.edu/main-entry/aazhibik-ni
waasigani-bimide-atoobaan,waasigani-bimide-atoobaan,NI,NI_C,"a gas tank",https://ojibwe.lib.umn.edu/main-entry/waasigani-bimide-atoobaan-ni
waasigan,waasigan,NI,NI_C,"lightning; electricity",https://ojibwe.lib.umn.edu/main-entry/waasigan-ni
waasigani-bimide-biiwaabik,waasigani-bimide-biiwaabikw2,NI,NI_Cw,"a gas tank, a gas can, a jerry can; an oil drum",https://ojibwe.lib.umn.edu/main-entry/waasigani-bimide-biiwaabik-ni
waasakonejiisi,waasakonejiisiw2,NA,NA_Vw,"",https://ojibwe.lib.umn.edu/main-entry/waasakonejiisi-na
waasigani-bimidewigamig,waasigani-bimidewigamigw2,NI,NI_Cw,"a gas station",https://ojibwe.lib.umn.edu/main-entry/waasigani-bimidewigamig-ni
bimibizoo-mazina'igan,bimibizoo-mazina'igan,NI,NI_C,"a driver's license",https://ojibwe.lib.umn.edu/main-entry/bimibizoo-mazina-igan-ni
waasamoowidaabaan,waasamoowidaabaan,NI,NI_C,"a car, an automobile",https://ojibwe.lib.umn.edu/main-entry/waasamoowidaabaan-ni
waawan,waawanw2,NI,NI_Cw,"an egg",https://ojibwe.lib.umn.edu/main-entry/waawan-ni
babaamadaawewinini,babaamadaawewininiw2,NA,NA_Vw,"a peddlar",https://ojibwe.lib.umn.edu/main-entry/babaamadaawewinini-na
waasechiganaabik,waasechiganaabikw2,NI,NI_Cw,"window glass, a windowpane",https://ojibwe.lib.umn.edu/main-entry/waasechiganaabik-ni
waasamoowidaabaan,waasamoowidaabaan,NA,NA_C,"a car, an automobile",https://ojibwe.lib.umn.edu/main-entry/waasamoowidaabaan-na
waatebagaawi-giizis,waatebagaawi-giizisw2,NA,NA_Cw,"September",https://ojibwe.lib.umn.edu/main-entry/waatebagaawi-giizis-na
waasigani-bimidewatoobaan,waasigani-bimidewatoobaan,NI,NI_C,"a gas can",https://ojibwe.lib.umn.edu/main-entry/waasigani-bimidewatoobaan-ni
bimide,bimidew2,NI,NI_VV,"grease, oil, lard",https://ojibwe.lib.umn.edu/main-entry/bimide-ni
waasigani-makakoons,waasigani-makakoons,NI,NI_C,"an automobile battery; a boat battery",https://ojibwe.lib.umn.edu/main-entry/waasigani-makakoons-ni
waasigani-bimide-gizhaabikizigan,waasigani-bimide-gizhaabikizigan,NI,NI_C,"a propane stove",https://ojibwe.lib.umn.edu/main-entry/waasigani-bimide-gizhaabikizigan-ni
wiinizisii-bengwaasijigan,wiinizisii-bengwaasijigan,NI,NI_C,"a hair dryer",https://ojibwe.lib.umn.edu/main-entry/wiinizisii-bengwaasijigan-ni
nagizhy,nagizhy2,NID,NID_Cy,"STEM FOR: intestine",https://ojibwe.lib.umn.edu/main-entry/nagizhy-nid
mandaaminaaboo,mandaaminaaboow2,NI,NI_VV,"corn soup",https://ojibwe.lib.umn.edu/main-entry/mandaaminaaboo-ni
mashkodiisimin,mashkodiisimin,NA,NA_C,"a bean",https://ojibwe.lib.umn.edu/main-entry/mashkodiisimin-na
gwekiwebinigan,gwekiwebinigan,NA,NA_C,"a pancake",https://ojibwe.lib.umn.edu/main-entry/gwekiwebinigan-na
abiwin,abiwin,NI,NI_C,"a room, a living room",https://ojibwe.lib.umn.edu/main-entry/abiwin-ni
kaakigan,kaakigan,NID,NID_aa,"my chest",https://ojibwe.lib.umn.edu/main-entry/nikaakigan-nid
liner,biitoonigan,NA,NA_C,"a mitt liner, an undermitt",https://ojibwe.lib.umn.edu/main-entry/biitoonigan-na
zhaabokaawiziiwaapinewin,zhaabokaawiziiwaapinewin,NI,NI_C,"dysentery",https://ojibwe.lib.umn.edu/main-entry/zhaabokaawiziiwaapinewin-ni
miini-giizis,miini-giizisw2,NA,NA_Cw,"August; July",https://ojibwe.lib.umn.edu/main-entry/miini-giizis-na
baapaase,baapaasew2,NA,NA_VV,"a red-headed woodpecker",https://ojibwe.lib.umn.edu/main-entry/baapaase-na
mitaawang,mitaawangw2,NI,NI_Cw,"sand",https://ojibwe.lib.umn.edu/main-entry/mitaawang-ni
niimi'idiiwigamig,niimi'idiiwigamigw2,NI,NI_Cw,"a dance hall",https://ojibwe.lib.umn.edu/main-entry/niimi-idiiwigamig-ni
miskwaabik,miskwaabikw2,NI,NI_Cw,"(a piece of) copper",https://ojibwe.lib.umn.edu/main-entry/miskwaabik-ni
gaaway,gaaway,NA,NA_C,"a porcupine quill",https://ojibwe.lib.umn.edu/main-entry/gaaway-na
baate-zhoominens,baate-zhoominens,NA,NA_C,"a raisin",https://ojibwe.lib.umn.edu/main-entry/baate-zhoominens-na
nabagisago-jiimaan,nabagisago-jiimaan,NI,NI_C,"a wooden boat or canoe",https://ojibwe.lib.umn.edu/main-entry/nabagisago-jiimaan-ni
maawandoogwaason,maawandoogwaason,NI,NI_C,"a quilt",https://ojibwe.lib.umn.edu/main-entry/maawandoogwaason-ni
doodikosiw,doodikosiw2,NAD,NAD_Vw,"my kidney",https://ojibwe.lib.umn.edu/main-entry/indoodikosiw-nad
nase'igan,nase'igan,NI,NI_C,"granulated maple sugar",https://ojibwe.lib.umn.edu/main-entry/nase-igan-ni
gondashkway,gondashkway,NID,NID_C,"my throat",https://ojibwe.lib.umn.edu/main-entry/ningondashkway-nid
wanakoshkinzh,wanakoshkinzhy2,NI,NI_Cy,"the tip of a snout or muzzle",https://ojibwe.lib.umn.edu/main-entry/wanakoshkinzh-ni-8f9cc595-629b-4d2a-838f-c0cc972ad2d1
awesiinh,awesiinhy1,NA,NA_VVny,"a (wild) animal",https://ojibwe.lib.umn.edu/main-entry/awesiinh-na
iitaaw,iitaaw2,NAD,NAD_VV,"his brother-in-law (a man's brother-in-law)",https://ojibwe.lib.umn.edu/main-entry/wiitaan-nad
ma'iinganasim,ma'iinganasimw2,NA,NA_Cw,"a German shepherd",https://ojibwe.lib.umn.edu/main-entry/ma-iinganasim-na
odaminoowigamig,odaminoowigamigw2,NI,NI_Cw,"a recreation building",https://ojibwe.lib.umn.edu/main-entry/odaminoowigamig-ni
daashkiga'igewi-waagaakwad,daashkiga'igewi-waagaakwadw2,NI,NI_Cw,"a splitting maul",https://ojibwe.lib.umn.edu/main-entry/daashkiga-igewi-waagaakwad-ni
manoominiwazh,manoominiwazh,NI,NI_C,"a bag or sack for wild rice; a bag or sack filled with wild rice",https://ojibwe.lib.umn.edu/main-entry/manoominiwazh-ni
asabaabik,asabaabikw2,NI,NI_Cw,"metal screen or mesh",https://ojibwe.lib.umn.edu/main-entry/asabaabik-ni
moozweginwakizin,moozweginwakizin,NI,NI_C,"a moosehide mocassin",https://ojibwe.lib.umn.edu/main-entry/moozweginwakizin-ni
ziiginishaan,ziiginishaan,NI,NI_C,"ear drops",https://ojibwe.lib.umn.edu/main-entry/ziiginishaan-ni
bikwaakwad,bikwaakwadw2,NI,NI_Cw,"a ball",https://ojibwe.lib.umn.edu/main-entry/bikwaakwad-ni
bakwezhiganaabo,bakwezhiganaabow2,NI,NI_Vw,"soup with flour or dumplings",https://ojibwe.lib.umn.edu/main-entry/bakwezhiganaabo-ni
bapakwanagemag,bapakwanagemagw2,NA,NA_Cw,"a red pine",https://ojibwe.lib.umn.edu/main-entry/bapakwanagemag-na
wiisagi-jiisens,wiisagi-jiisens,NI,NI_C,"a radish",https://ojibwe.lib.umn.edu/main-entry/wiisagi-jiisens-ni
ashamigoowin,ashamigoowin,NI,NI_C,"food that is given out or distributed: community food shelf, commodity food, rations",https://ojibwe.lib.umn.edu/main-entry/ashamigoowin-ni
doodem,doodem,NAD,NAD_C,"my clan",https://ojibwe.lib.umn.edu/main-entry/indoodem-nad
maagwaakwa'igan,maagwaakwa'igan,NI,NI_C,"a vice",https://ojibwe.lib.umn.edu/main-entry/maagwaakwa-igan-ni
amikwanii'igewin,amikwanii'igewin,NI,NI_C,"beaver trapping",https://ojibwe.lib.umn.edu/main-entry/amikwanii-igewin-ni
aasamaakwa'igan,aasamaakwa'igan,NA,NA_C,"bread or bannock made by leaning to face an open fire",https://ojibwe.lib.umn.edu/main-entry/aasamaakwa-igan-na
wiimbaatig,wiimbaatigw2,NA,NA_Cw,"a hollow tree",https://ojibwe.lib.umn.edu/main-entry/wiimbaatig-na
waazhaabaan,waazhaabaan,NI,NI_C,"cut-out lacing",https://ojibwe.lib.umn.edu/main-entry/waazhaabaan-ni
naabinootaage-makak,naabinootaage-makakw2,NI,NI_Cw,"an audio recorder: a digital or tape recorder",https://ojibwe.lib.umn.edu/main-entry/naabinootaage-makak-ni
iiyawen'enhy,iiyawen'enhy1,NAD,NAD_VVny,"STEM FOR: namesake (reciprocal relationship between name--giving sponsor and child)",https://ojibwe.lib.umn.edu/main-entry/iiyawen-eny-nad
giziijaane'on,giziijaane'on,NI,NI_C,"something to wipe your nose on: tissue",https://ojibwe.lib.umn.edu/main-entry/giziijaane-on-ni
makwa,makw2,NA,NA_ShortCw,"a bear",https://ojibwe.lib.umn.edu/main-entry/makwa-na
ozaawi-bakwezhigan,ozaawi-bakwezhigan,NA,NA_C,"whole wheat flour",https://ojibwe.lib.umn.edu/main-entry/ozaawi-bakwezhigan-na
biiwikojigan,biiwikojigan,NI,NI_C,"a shaving (left from carving)",https://ojibwe.lib.umn.edu/main-entry/biiwikojigan-ni
madoodoowinini,madoodoowininiw2,NA,NA_Vw,"a Finn",https://ojibwe.lib.umn.edu/main-entry/madoodoowinini-na
doozhimikwem,doozhimikwem,NAD,NAD_C,"STEM FOR: stepdaughter",https://ojibwe.lib.umn.edu/main-entry/doozhimikwem-nad
gaanoo,gaanoow2,NA,NA_VV,"a diamond suite card",https://ojibwe.lib.umn.edu/main-entry/gaanoo-na
apikaans,apikaans,NI,NI_C,"a fan belt",https://ojibwe.lib.umn.edu/main-entry/apikaans-ni
pikwan,pikwan,NID,NID_aa,"my back",https://ojibwe.lib.umn.edu/main-entry/nipikwan-nid
biindaagibagizowin,biindaagibagizowin,NI,NI_C,"hoop dance",https://ojibwe.lib.umn.edu/main-entry/biindaagibagizowin-ni
iinimw,iinimw2,NAD,NAD_Cw,"STEM FOR: sibling-in-law of the opposite sex; STEM FOR:brother-in-law (of a female); STEM FOR: sister-in-law (of a male)",https://ojibwe.lib.umn.edu/main-entry/iinimw-nad
gitizii-diba'amaagoowin,gitizii-diba'amaagoowin,NI,NI_C,"old-age pension, social security pension",https://ojibwe.lib.umn.edu/main-entry/gitizii-diba-amaagoowin-ni
iinag,iinag,NID,NID_C,"STEM FOR: penis",https://ojibwe.lib.umn.edu/main-entry/iinag-nid
binaakwaanibijigan,binaakwaanibijigan,NI,NI_C,"a rake",https://ojibwe.lib.umn.edu/main-entry/binaakwaanibijigan-ni
ozhibii'iganaabo,ozhibii'iganaabow2,NI,NI_Vw,"ink, paint",https://ojibwe.lib.umn.edu/main-entry/ozhibii-iganaabo-ni
gwizis,gwizis,NAD,NAD_C,"my son",https://ojibwe.lib.umn.edu/main-entry/ingwizis-nad
ozigwaakomin,ozigwaakomin,NA,NA_C,"a serviceberry",https://ojibwe.lib.umn.edu/main-entry/ozigwaakomin-na
baapi'idiwin,baapi'idiwin,NI,NI_C,"humor",https://ojibwe.lib.umn.edu/main-entry/baapi-idiwin-ni
wewebanaabaanaak,wewebanaabaanaakw2,NI,NI_Cw,"a fishing pole",https://ojibwe.lib.umn.edu/main-entry/wewebanaabaanaak-ni
zaagibagaawi-giizis,zaagibagaawi-giizisw2,NA,NA_Cw,"May",https://ojibwe.lib.umn.edu/main-entry/zaagibagaawi-giizis-na
zhagashkaandawe,zhagashkaandawew2,NA,NA_VV,"a flying squirrel",https://ojibwe.lib.umn.edu/main-entry/zhagashkaandawe-na
mazinaatesewigamig,mazinaatesewigamigw2,NI,NI_Cw,"a movie theater",https://ojibwe.lib.umn.edu/main-entry/mazinaatesewigamig-ni
aakoziwin,aakoziwin,NI,NI_C,"a sickness, an illness, a disease",https://ojibwe.lib.umn.edu/main-entry/aakoziwin-ni
wiiyagasenh,wiiyagasenhy1,NI,NI_VVny,"dust, dirt",https://ojibwe.lib.umn.edu/main-entry/wiiyagasenh-ni
moozo-moo,moozo-moow2,NI,NI_VV,"moose dung",https://ojibwe.lib.umn.edu/main-entry/moozo-moo-ni
zagataagan,zagataagan,NA,NA_C,"tinder, punk",https://ojibwe.lib.umn.edu/main-entry/zagataagan-na
bezhigwaabik,bezhigwaabikw2,NA,NA_Cw,"one dollar",https://ojibwe.lib.umn.edu/main-entry/bezhigwaabik-na
wanawe'igan,wanawe'igan,NI,NI_C,"something used to stir or mix with: a stirring stick, an eggbeater, a mixer",https://ojibwe.lib.umn.edu/main-entry/wanawe-igan-ni
ishkwesa'igan,ishkwesa'igan,NA,NA_C,"a top [toy]",https://ojibwe.lib.umn.edu/main-entry/ishkwesa-igan-na
waabishkigwan,waabishkigwan,NA,NA_C,"a white feather",https://ojibwe.lib.umn.edu/main-entry/waabishkigwan-na
na'aanganikwe,na'aanganikwew2,NA,NA_VV,"a daughter-in-law",https://ojibwe.lib.umn.edu/main-entry/na-aanganikwe-na
onaakonigewin,onaakonigewin,NI,NI_C,"a decision, a policy, a law",https://ojibwe.lib.umn.edu/main-entry/onaakonigewin-ni
manoominaaboo,manoominaaboow2,NI,NI_VV,"wild rice broth or soup",https://ojibwe.lib.umn.edu/main-entry/manoominaaboo-ni
zhiiwisijigan,zhiiwisijigan,NA,NA_C,"sourdough",https://ojibwe.lib.umn.edu/main-entry/zhiiwisijigan-na
mashkiigwakamig,mashkiigwakamigw2,NI,NI_Cw,"peat moss, sphagnum moss",https://ojibwe.lib.umn.edu/main-entry/mashkiigwakamig-ni
bagesaaniminagaawanzh,bagesaaniminagaawanzhy2,NA,NA_Cy,"a plum bush",https://ojibwe.lib.umn.edu/main-entry/bagesaaniminagaawanzh-na
wiisagendamowin,wiisagendamowin,NI,NI_C,"pain (from sickness)",https://ojibwe.lib.umn.edu/main-entry/wiisagendamowin-ni
aanji-bimaadiziwin,aanji-bimaadiziwin,NI,NI_C,"a changed life",https://ojibwe.lib.umn.edu/main-entry/aanji-bimaadiziwin-ni
bagiwaanegamig,bagiwaanegamigw2,NI,NI_Cw,"a tent",https://ojibwe.lib.umn.edu/main-entry/bagiwaanegamig-ni
giziiyaabide'on,giziiyaabide'on,NI,NI_C,"a toothbrush",https://ojibwe.lib.umn.edu/main-entry/giziiyaabide-on-ni
anzig,anzigw,NA,NA_irrCw,"a merganser",https://ojibwe.lib.umn.edu/main-entry/anzig-na
zhooshkwaada'e-aabajichigan,zhooshkwaada'e-aabajichigan,NI,NI_C,"item of hockey equipment",https://ojibwe.lib.umn.edu/main-entry/zhooshkwaada-e-aabajichigan-ni
bagiwaanegamigwegino-jiimaan,bagiwaanegamigwegino-jiimaan,NI,NI_C,"a canvas canoe",https://ojibwe.lib.umn.edu/main-entry/bagiwaanegamigwegino-jiimaan-ni
mookomaanaatig,mookomaanaatigw2,NI,NI_Cw,"a knife handle",https://ojibwe.lib.umn.edu/main-entry/mookomaanaatig-ni
miishidoonaan,miishidoonaan,NI,NI_C,"a moutache hair",https://ojibwe.lib.umn.edu/main-entry/miishidoonaan-ni
jiidy,jiidy2,NID,NID_Cy,"h/ anus",https://ojibwe.lib.umn.edu/main-entry/ojiid-nid
ajijaak,ajijaakw,NA,NA_irrCw,"a sandhill crane",https://ojibwe.lib.umn.edu/main-entry/ajijaak-na
ajijaak,ajijaakw2,NA,NA_Cw,"a sandhill crane",https://ojibwe.lib.umn.edu/main-entry/ajijaak-na
gaashkibaajigan,gaashkibaajigan,NI,NI_C,"a razor",https://ojibwe.lib.umn.edu/main-entry/gaashkibaajigan-ni
daamikan,daamikan,NID,NID_aa,"your chin, jaw",https://ojibwe.lib.umn.edu/main-entry/gidaamikan-nid
zinap,zinap,NA,NA_C,"snuff",https://ojibwe.lib.umn.edu/main-entry/zinap-na
ashkibwaa,ashkibwaaw2,NA,NA_VV,"Jerusalem artichoke",https://ojibwe.lib.umn.edu/main-entry/ashkibwaa-na
ziinzibaakwadwaaboo,ziinzibaakwadwaaboow2,NI,NI_VV,"maple sap",https://ojibwe.lib.umn.edu/main-entry/ziinzibaakwadwaaboo-ni
mashkawaakwajijigani-makak,mashkawaakwajijigani-makakw2,NI,NI_Cw,"a freezer",https://ojibwe.lib.umn.edu/main-entry/mashkawaakwajijigani-makak-ni
ishkodewaaboo,ishkodewaaboow2,NI,NI_VV,"alcohol (for drinking): liquor, spirits, whiskey",https://ojibwe.lib.umn.edu/main-entry/ishkodewaaboo-ni
ogimaakwens,ogimaakwens,NA,NA_C,"a princess",https://ojibwe.lib.umn.edu/main-entry/ogimaakwens-na
bakwezhiganikewinaagan,bakwezhiganikewinaagan,NI,NI_C,"a mixing bowl; a bread-mixing bowl",https://ojibwe.lib.umn.edu/main-entry/bakwezhiganikewinaagan-ni
miikana,miikana,NI,NI_Kana,"a road, a trail, a path",https://ojibwe.lib.umn.edu/main-entry/miikana-ni
ikwe-biitooshkigan,ikwe-biitooshkigan,NI,NI_C,"(item of) women's underwear",https://ojibwe.lib.umn.edu/main-entry/ikwe-biitooshkigan-ni
bizindamowin,bizindamowin,NI,NI_C,"a radio",https://ojibwe.lib.umn.edu/main-entry/bizindamowin-ni
biindigeshimowin,biindigeshimowin,NI,NI_C,"the grand entry at a pow-wow",https://ojibwe.lib.umn.edu/main-entry/biindigeshimowin-ni
waabi-makade,waabi-makadew2,NI,NI_VV,"smokeless gunpowder",https://ojibwe.lib.umn.edu/main-entry/waabi-makade-ni
wewebanaabiiwinini,wewebanaabiiwininiw2,NA,NA_Vw,"fisherman; angler",https://ojibwe.lib.umn.edu/main-entry/wewebanaabiiwinini-na
manidoowegin,manidooweginw2,NI,NI_Cw,"trade cloth, broadcloth",https://ojibwe.lib.umn.edu/main-entry/manidoowegin-ni
abwaajigan,abwaajigan,NI,NI_C,"roasted meat or fish",https://ojibwe.lib.umn.edu/main-entry/abwaajigan-ni
kaad,kaad,NID,NID_C,"your leg",https://ojibwe.lib.umn.edu/main-entry/gikaad-nid
biisiwebinige-nagamon,biisiwebinige-nagamon,NI,NI_C,"a song for a jingle-dress dance",https://ojibwe.lib.umn.edu/main-entry/biisiwebinige-nagamon-ni
zaagijiwebinigan,zaagijiwebinigan,NI,NI_C,"something dumped out: slop, garbage, trash",https://ojibwe.lib.umn.edu/main-entry/zaagijiwebinigan-ni
baataaziwin,baataaziwin,NI,NI_C,"sin",https://ojibwe.lib.umn.edu/main-entry/baataaziwin-ni
zhooniyaa-mashkimod,zhooniyaa-mashkimod,NI,NI_aa,"a purse, a handbag, a wallet",https://ojibwe.lib.umn.edu/main-entry/zhooniyaa-mashkimod-ni
azhebowaanaak,azhebowaanaakw2,NI,NI_Cw,"an oar",https://ojibwe.lib.umn.edu/main-entry/azhebowaanaak-ni
michisag,michisagw2,NI,NI_Cw,"a floor",https://ojibwe.lib.umn.edu/main-entry/michisag-ni
bizhiins,bizhiins,NA,NA_C,"a cat",https://ojibwe.lib.umn.edu/main-entry/bizhiins-na
nawapwaan,nawapwaan,NI,NI_C,"provisions, a lunch taken along",https://ojibwe.lib.umn.edu/main-entry/nawapwaan-ni
iijikiweny,iijikiweny1,NAD,NAD_VVny,"your (a male's) brother, (male) parallel cousin, fellow man",https://ojibwe.lib.umn.edu/main-entry/giijikiwenh-na
bizhikiwayaan,bizhikiwayaan,NA,NA_C,"a cowhide",https://ojibwe.lib.umn.edu/main-entry/bizhikiwayaan-na
aandego-miigwan,aandego-miigwan,NA,NA_C,"a crow feather",https://ojibwe.lib.umn.edu/main-entry/aandego-miigwan-na
zigos,zigos,NAD,NAD_C,"my aunt (cross-aunt: father's sister)",https://ojibwe.lib.umn.edu/main-entry/inzigos-nad
aanziyaan,aanziyaan,NI,NI_C,"",https://ojibwe.lib.umn.edu/main-entry/aanziyaan-ni
giizhoopizon,giizhoopizon,NI,NI_C,"a scarf",https://ojibwe.lib.umn.edu/main-entry/giizhoopizon-ni
oshkinawe,oshkinawew2,NA,NA_VV,"a young man, an adolescent boy",https://ojibwe.lib.umn.edu/main-entry/oshkinawe-na
wiisagi-mitigomizh,wiisagi-mitigomizhy,NA,NA_C,"red oak",https://ojibwe.lib.umn.edu/main-entry/wiisagi-mitigomizh-na
bimojigan,bimojigan,NI,NI_C,"a slingshot",https://ojibwe.lib.umn.edu/main-entry/bimojigan-ni
iinizis,iinizis,NID,NID_C,"h/ (strand of) hair",https://ojibwe.lib.umn.edu/main-entry/wiinizis-nid
wadiswan,wadiswan,NI,NI_C,"a nest",https://ojibwe.lib.umn.edu/main-entry/wadiswan-ni
gaasii'igan,gaasii'igan,NI,NI_C,"an eraser",https://ojibwe.lib.umn.edu/main-entry/gaasii-igan-ni
nagamowin,nagamowin,NI,NI_C,"singing; a song",https://ojibwe.lib.umn.edu/main-entry/nagamowin-ni
giziininjaagan,giziininjaagan,NI,NI_C,"a wash basin; a sink",https://ojibwe.lib.umn.edu/main-entry/giziininjaagan-ni
jaangiingweyaagim,jaangiingweyaagim,NA,NA_C,"",https://ojibwe.lib.umn.edu/main-entry/jaangiingweyaagim-na
